Number,Konkani Word in Devnagiri,Konkani word in English alphabet,English Meaning,Context/usage in a sentence,Does the Devnagiri Spelling need correction? (Y/N),Does the meaning need correction? (Y/N),Corrected Devnagiri Spelling by user X,Corrected Devnagiri Spelling by user Y,Corrected English meaning by user X,Corrected English meaning by user Y
623,दिव्वोडु,,snake; rattle snake; general snake,,,,,,,
624,डाॅंगं,,swelling on the forehead due to impact,,,,,,,
625,दोंटी,,long stick,,,,,,,
626,दाॅड्डकं,,thick dosa (pancake),,,,,,,
627,दोळे,,eyes,,,,,,,
628,दाॅळो,,eyes,,,,,,,
629,दोळो,,eye,,,,,,,
630,दोळु,,drum,,,,,,,
631,दोनि,,two,,,,,,,
632,दोणि,,boat,,,,,,,
633,दोण्णे मिर्सांग,,capsicum / bell pepper,,,,,,,
634,दाॅण्णो,,small bowl,,,,,,,
635,दोण्णो,,glass,,,,,,,
636,दूssर,,faraway,,,,,,,
637,दोर,,rope,,,,,,,
638,"डोरो, वणती/वोणती",,compound wall,,,,,,,
639,दोशु,,defect,,,,,,,
640,दंव,,dew,,,,,,,
641,द्राक्ष,,grapes,,,,,,,
642,द्राक्षि,,grapes,,,,,,,
643,द्रश्टि,,eye sight,,,,,,,
644,दुद्दे,,yellow pumpkin,,,,,,,
645,दुड्डु,,money,,,,,,,
646,दुखं,,sorrow,,,,,,,
647,डुक्कर,,pig,,,,,,,
648,डुक्करं,,pig,,,,,,,
649,दुरापान,,tobacco,,,,,,,
650,दुराशा,,greed,,,,,,,
651,दुर्बळ,,poverty,,,,,,,
652,दुर्बळे,,poor,,,,,,,
653,दुर्बळो,,poor,,,,,,,
654,दुष्ट,,cruel,,,,,,,
655,दूध,,milk,,,,,,,
656,दूध पाकु,,"milk payasa, kheer",,,,,,,
657,दूकि,,pain,,,,,,,
658,दूर,,far,,,,,,,
659,दुव्वाळो,,morning sickness,,,,,,,
660,दॅणें,,dowry,,,,,,,
661,एद्राकं,,against,,,,,,,
662,एक,,one,,,,,,,
663,एक हजार,,one thousand,,,,,,,
664,एक कोटि,,ten million,,,,,,,
665,एक लक्ष,,one hundred thousand,,,,,,,
666,एकड् तॅकडे,,both sides,,,,,,,
667,एक्पानि,,brahmi leaves,,,,,,,
668,एरssळ,,huge / so much,,,,,,,
669,फ़ट्टि,,,,,,,,,
670,माक्षी,,back portion of the house; behind; back,,,,,,,
671,गाॅड,,sweet; jaggery; gaggery,,,,,,,
672,गंट,,cat (male),,,,,,,
673,गंटा,,male cat,,,,,,,
674,घांटं,,bell,,,,,,,
675,गांडि,,buttocks,,,,,,,
676,गांटि,,knot,,,,,,,
677,घांटूचे,,stir; churning,,,,,,,
678,गांवु,,town,,,,,,,
679,गाड्डव,,donkey,,,,,,,
680,गाडि,,cart,,,,,,,
681,गाडी,,automobile,,,,,,,
682,गाइ,,cow,,,,,,,
683,गळ्णें,,sieve,,,,,,,
684,"गालिपटु, पतंग",,kite,,,,,,,
685,गळो.,,neck,,,,,,,
686,घांट,,bell,,,,,,,
687,गायत्रि मंत्र,,the sacred mantra,,,,,,,
688,गायि,,cow,,,,,,,
689,घायू.,,a cut; hurt,,,,,,,
690,गायु,,wound,,,,,,,
691,गाब्बोळी,,fish eggs (normally inside the fish),,,,,,,
692,गडदायेरी/गड्द्,,pomp,,,,,,,
693,गाड्डवं,,donkey,,,,,,,
694,गाद्दो,,paddy field; gym,,,,,,,
695,गद्दो,,farm (paddy farm),,,,,,,
696,गदा,,mace,,,,,,,
697,घडियाल,,clock,,,,,,,
698,गांयडोळू,,earthworm,,,,,,,
699,गलीच,,dirty; ugly,,,,,,,
700,गळो,,neck,,,,,,,
701,गळ्पासु गेव्नु मोर्चे,,committing suicide by hanging,,,,,,,
702,गम्मत,,amusement; fun,,,,,,,
703,गंमत,,amusement,,,,,,,
704,गणपती,,Lord Ganesha,,,,,,,
705,गणित,,algebra,,,,,,,
706,गणिथ,,arithmetic,,,,,,,
707,गर्दुद्दे,,bottlegourd,,,,,,,
708,घट्टी,,strong; hard,,,,,,,
709,गर्व,,pride,,,,,,,
710,गट्ठि,,strong; well to do,,,,,,,
711,गवन,,frock / gown; skirt,,,,,,,
712,गाई,,cow,,,,,,,
713,ताग्गेले/तिग्गेलें/,,about,,,,,,,
714,गेल्लि,,dead (female),,,,,,,
715,"गेल्लो, गॅल्लो",,dead (male),,,,,,,
716,गेरो,,line,,,,,,,
717,गेर्शि,,husk pan; husk separator,,,,,,,
718,घंटे,,time / hour; hour,,,,,,,
719,घांटुचे,,churning,,,,,,,
720,घालि,,put,,,,,,,
721,घाणि,,smell (bad); smell; foul smell,,,,,,,
722,घर,,"house, dwelling; house; home",,,,,,,
723,घासू,,bite / morsel,,,,,,,
724,घासु,,morsel,,,,,,,
725,घायु,,wound,,,,,,,
726,घडि,,"moment, fold",,,,,,,
727,घराणें,,family,,,,,,,
728,घर्पुचे,,clawing,,,,,,,
729,घशि,,a coconut based spicy curry garnished curry leaves,,,,,,,
730,घश्टि,,rub,,,,,,,
731,घश्टुचे,,rubbing,,,,,,,
732,घासूचे,,washing utensils,,,,,,,
733,घट्टि,,hard; strong,,,,,,,
734,घे,,take,,,,,,,
735,घेल्लो,,branch,,,,,,,
736,घेत्ता,,take,,,,,,,
737,घेव्चे,,receiving,,,,,,,
738,घेवूनाक्का,,dont take,,,,,,,
739,घाॅडो,,horse,,,,,,,
740,घोळ्चे,,working hard,,,,,,,
741,गोणी/घोणी,,jute sack,,,,,,,
742,घोणि चील,,gunny bag,,,,,,,
743,घोरोंचे/घोरण्णी,,snore,,,,,,,
744,घुंवडाई,,reverse,,,,,,,
745,घुरिम्बु,,umbrella (made from leaf),,,,,,,
746,घूवंडाई,,turn,,,,,,,
747,घूंव,,turn,,,,,,,
748,घूडु,,nest,,,,,,,
749,घुवंचे,,turning,,,,,,,
750,गीटि,,line,,,,,,,
751,गिळ्चे,,swallowing,,,,,,,
752,गिन्दल,,small bowl,,,,,,,
753,गिर्हाईक,,customer,,,,,,,
754,घोंचो,,bunch,,,,,,,
755,गोंडो,,"marigold, ball made of something like wool/flowers. etc",,,,,,,
756,गोंदोळु,,confusion,,,,,,,
757,गोंटार्ली,,millipede,,,,,,,
758,गोंवु,,wheat,,,,,,,
759,"गोब्बरु, गोब्बोरू",,ash,,,,,,,
760,गोद्धडि,,comfort bed,,,,,,,
761,गोद्दोडीगाॅड्शें,,comforter,,,,,,,
762,गोड्से,,sweet,,,,,,,
763,गोड्शे,,sweet preparation,,,,,,,
764,गोद्शे,,sweets,,,,,,,
765,घोळाचे,,to chew,,,,,,,
766,गुळी,,pill,,,,,,,
767,गोणिचील,,gunny bag,,,,,,,
768,गाॅरो,,fair complexed,,,,,,,
769,गाॅर्वं,,cattle,,,,,,,
770,घोसाळे,,ridgegourd,,,,,,,
771,गोत्तस,,know,,,,,,,
772,घोटू,,mouthful,,,,,,,
773,गोवुं,,wheat,,,,,,,
774,गांवचे,,rural,,,,,,,
775,ग्राण,,eclipse,,,,,,,
776,ग्रह,,planet,,,,,,,
777,ग्राणं,,planet,,,,,,,
778,मुद्याळे/मुद्द्याळो,,curly,,,,,,,
779,गुब्ची/गुरबंजी,,sparrow,,,,,,,
780,गुब्बि,,button,,,,,,,
781,गुड्डे,,short,,,,,,,
782,गुद्धु मार्चे,,hitting the back with the fist,,,,,,,
783,गुड्डो,,hill; hillock; small statured,,,,,,,
784,गुद्दो,,to hit with fist,,,,,,,
785,गुद्दु,,punch,,,,,,,
786,गुडगुडू,,thunder,,,,,,,
787,गुड्गुडु,gudgudu,thunder; Thunder,,,,,,,
788,घुघ्घुमू,,owl,,,,,,,
789,गुग्गुरु,,insect found in pulses,,,,,,,
790,गुगुमु,,owl,,,,,,,
791,गुगूमं,,owl,,,,,,,
792,गुलाब,,rose,,,,,,,
793,गुलाब्दानि,,rosewater container,,,,,,,
794,गुलाबि,,pink; rose,,,,,,,
795,गुलालि,,pink,,,,,,,
796,गुल्गुलो,Gulgulo; gulgulo,"earthern water pot; earthern ware for water; Clay pot with thin neck and fat base; A vessel made of baked mud with a base at the bottom for stability, an expanded round storage portion in the middle and a longish circular neck with a lid that fitted inside the opening at the top. Used as a source of cold water when no air condition existed",Used for storing drinking water,,,,,,
797,गुळींबं,,bowl,,,,,,,
798,गुम्फु,,"gathered, crowd",,,,,,,
799,गुम्पु,,crowd,,,,,,,
800,गुण,,character,,,,,,,
801,गुन्डि,,"deep, button",,,,,,,
802,गुण्सुचे,,multiplying; addition,,,,,,,
803,गुर्बंजि,,sparrow,,,,,,,
804,गुर्बिणि,,pregnant woman; pregnant,,,,,,,
805,गुरु,,teacher,,,,,,,
806,गुट्टु,,secret,,,,,,,
807,घूडू,,nest / cage,,,,,,,
808,गूळं,,eggplant/brinjal,,,,,,,
809,गूळि,,tablet; dough,,,,,,,
810,गूंई,,cave,,,,,,,
811,ग्यादि,,proverb,,,,,,,
812,ग्यान,,knowledge,,,,,,,
813,ज्ञान,,spiritual knowledge,,,,,,,
814,हं,,ok,,,,,,,
815,हांगा,,here; Addressing Spouse Respectfully,,,,,,,
816,हंसु,,swan,,,,,,,
817,हांतूळं,,mattress; bed,,,,,,,
818,अहंकारू/भरमं/,,ego / pride,,,,,,,
819,हांतुळ,,mattress,,,,,,,
820,हांतुल,,bed,,,,,,,
821,हाड,,bone,,,,,,,
822,हाड्डं,,many bones,,,,,,,
823,हाडी,,bring; this,,,,,,,
824,निडल्,,bring,,,,,,,
825,हाणे,,forehead,,,,,,,
826,हासू,,laugh; hand,,,,,,,
827,हास,,smile,,,,,,,
828,हास्चे,,laughing,,,,,,,
829,हासु,,laughter,,,,,,,
830,हातू/हातां दावलं,,palms,,,,,,,
831,हाथु,,arm,,,,,,,
832,हातु,,hand,,,,,,,
833,हाड्चे,,bringing,,,,,,,
834,हर्दे,,"chest, heart; chest; heart",,,,,,,
835,हद्दु,,control; limits,,,,,,,
836,हगूर,,slowly; slow,,,,,,,
837,हाय्णो,,handfan; hand held fan (of paper/wooden sheet),,,,,,,
838,हळदि,,turmeric,,,,,,,
839,हालचे,,shaking,,,,,,,
840,हळदी,,turmeric,,,,,,,
841,हळ्दुवे,,yellow,,,,,,,
842,हर्वें,,yellow,,,,,,,
843,हरळु,,crystal,,,,,,,
844,हर्वे,,unripe; raw,,,,,,,
845,हस्ति,,elephant,,,,,,,
846,व्हांवचें,,carrying,,,,,,,
847,हवो,,weather,,,,,,,
848,हे,,this,,,,,,,
849,हें,,this,,,,,,,
850,ह्या पंता,,this time,,,,,,,
851,हेक्कडे,,here,,,,,,,
852,हेतांतु,,here,,,,,,,
853,हिंद्लू,,swing,,,,,,,
854,हींगु,,asafoetida,,,,,,,
855,हीन,,degrade,,,,,,,
856,हित्तल,hittala,backyard; field,"आंगण, परसांगण (Marathi)",,,,,,
857,वाॅंटं,,lips,,,,,,,
858,होड,,"big, huge; big",,,,,,,
859,होड्डस्तिक,,superiority complex,,,,,,,
860,होड्डातंचे,,rich people,,,,,,,
861,होड्गले,,lost,,,,,,,
862,हाॅड्,,enormous,,,,,,,
863,होगळ्सुचे,,praising,,,,,,,
864,होळ्ळे,,big,,,,,,,
865,भोवी/हुब्बो,,eye brow,,,,,,,
866,"हुज्वाडु, ऊजवाsडू",,bright,,,,,,,
867,"हुज्वादु, ऊजवाsडू",,brightness,,,,,,,
868,हुम,,sweat,,,,,,,
869,हुन,,hot/warm,,,,,,,
870,"हुशार, बुद्दंतू",,smart,,,,,,,
871,हुशार,,good health,,,,,,,
872,हुशार जल्लो,,recovered from sicknes,,,,,,,
873,हुत्थो,,anthill,,,,,,,
874,हूम,,sweat,,,,,,,
875,हून,hoon,heat; hot,,,,,,,
876,ईगर्जी,,church,,,,,,,
877,इगर्जि,,church,,,,,,,
878,ईक्रा,,eleven,,,,,,,
879,ईंगळो,,charcoal,,,,,,,
880,इन्गाळो,,coal,,,,,,,
881,इष्ट,,like,,,,,,,
882,ईत्याक्,,why,,,,,,,
883,इत्ले,,this much,,,,,,,
884,ईट्टीगा,,brick,,,,,,,
885,इट्टिगे,,brick,,,,,,,
886,ईट्टिगे फात्तोरू,,brick,,,,,,,
887,जांग/जांघ,,thighs,,,,,,,
888,जा,,become,,,,,,,
889,जॅनं,,people,,,,,,,
890,जांघ,,thigh,,,,,,,
891,जांगुली धोर्ची/काढची,,pinching on the thighs,,,,,,,
892,जांवै,,son-in-law,,,,,,,
893,जांवयि,,son-in-law,,,,,,,
894,झाडं,,plant,,,,,,,
895,जागि,,awake,,,,,,,
896,"जागोरु, जागी जाल्लो",,awaken,,,,,,,
897,जाग्रती,,beware,,,,,,,
898,जाग्रते,,care,,,,,,,
899,जाग्रथे,,,,,,,,,
900,जाहिरात,,advertisement,,,,,,,
901,जाईsना,,does not happen,,,,,,,
902,जाळ,,jealousy/; malice,,,,,,,
903,जाळ्के पिश्शे,,jealousy,,,,,,,
904,जाळ्को,,jealous,,,,,,,
905,जाम्बायि,,careful,,,,,,,
906,जाम्भळे,,purple,,,,,,,
907,जाम्ब्ळे,,purple,,,,,,,
908,जाम्बुळ,,berry,,,,,,,
909,जान्ग,,thigh,,,,,,,
910,जप/जाप,,repetitive chanting of mantras,,,,,,,
911,जातक,,horoscope,,,,,,,
912,जाथि,,caste,,,,,,,
913,जाति,,caste/religion,,,,,,,
914,जात्ता,,happen; able,,,,,,,
915,जात्था,,able; happens,,,,,,,
916,जावंयि,,son in law,,,,,,,
917,जाव्चे,,birth,,,,,,,
918,जाव्का,,want,,,,,,,
919,जाव्नु,,after,,,,,,,
920,जायि,,want,,,,,,,
921,जड,,heavy,,,,,,,
922,जग,,world,,,,,,,
923,जगलि,,corridor; varanda,,,,,,,
924,जगळि,,place for people to sit and chat; verandah,,,,,,,
925,जाळी,,burn,,,,,,,
926,जळार,,mosquito,,,,,,,
927,जळयि,,burn,,,,,,,
928,झळ्के,,fish,,,,,,,
929,जळ्कें,,fish,,,,,,,
930,जम्कान,,carpet,,,,,,,
931,जन,,people,,,,,,,
932,जनन,,birth,,,,,,,
933,जन्मु,,birth,,,,,,,
934,जर्लो,,cockroach; roaches,,,,,,,
935,जट/जटा,,knots (in the hair),,,,,,,
936,उत्तर,,answer,,,,,,,
937,जवाब्दारि,,responsibility,,,,,,,
938,जेव्चे,,eat lunch or dinner,,,,,,,
939,जव्ळें,,twins,,,,,,,
940,जवाब्दारी,,responsibility,,,,,,,
941,जीभ/जीब,,tongue,,,,,,,
942,जीर्ण,,digestion,,,,,,,
943,जाल्यारी,,but,,,,,,,
944,जॅवणं,,meal,,,,,,,
945,जेवण,,"lunch, dinner; food (lunch or dinner)",,,,,,,
946,जेव्लो,,had food (lunch or dinner),,,,,,,
947,जेव्नी,,did not have food (lunch or dinner),,,,,,,
948,जेव्नू,,after having food (lunch or dinner),,,,,,,
949,जेव्ता,,will have food (lunch or dinner),,,,,,,
950,जेव्तंस्,,having food (lunch or dinner),,,,,,,
951,जेवूssका,,must have food,,,,,,,
952,झांकि,,nonsense,,,,,,,
953,जांवयी,,son in law,,,,,,,
954,झाड,,plant; tree,,,,,,,
955,विच्चू,,lightning; scorpion,,,,,,,
956,"झाल्ले, जाल्लें",,happenned,,,,,,,
957,झाल्ले,,completed,,,,,,,
958,झड पावसां झड आयली,,tree,,,,,,,
959,झगडं,,instruct to quarrel,,,,,,,
960,जानवें/जान्नुवें,,thread (secred),,,,,,,
961,जाव,,sister in law (husbands brothers wife),,,,,,,
962,झोल्चे,,rocking,,,,,,,
963,जीब,,tongue,,,,,,,
964,जिन्नस,,grocery,,,,,,,
965,जीन्सा आंगडी,,grocery shop,,,,,,,
966,जीरे,,cumin,,,,,,,
967,काय्लातो,,digestion,,,,,,,
968,जीर्वण,,digestion,,,,,,,
969,जीव,,life,,,,,,,
970,जीव जंतु,,creatures,,,,,,,
971,जीवन,,life,,,,,,,
972,आत्महत्या,,committing suicide,,,,,,,
973,"जिक्सुचे, जींकचें",,winning,,,,,,,
974,जीवन जिवनं,,water,,,,,,,
975,जिव्शि मार्चे,,kill / murder,,,,,,,
976,"जोडि, जोडी",,pair,,,,,,,
977,जोड्सुचे,,addition,,,,,,,
978,जाग्रते/जोके,,careful,,,,,,,
979,जोळोचे,,burn; burning,,,,,,,
980,जोsळू,,corn,,,,,,,
981,जोरु,,strict,,,,,,,
982,जूलि,,funnel,,,,,,,
983,कॅस,,hair,,,,,,,
984,कंचे,,which,,,,,,,
985,कंचेई,,any,,,,,,,
986,कंडि,,window,,,,,,,
987,कंदु,,brown,,,,,,,
988,कांकणं,,ache,,,,,,,
989,कांट्यां घोणी,,centipede,,,,,,,
990,विंच्चू,,scorpion; lightning,,,,,,,
991,कॅळें,,banana,,,,,,,
992,कॅस्,,hair,,,,,,,
993,कांई,,nothing,,,,,,,
994,कांकण,,bangle,,,,,,,
995,कांताणे,,coconut scraper; coconut grating device,,,,,,,
996,कांटी,,bigbasket,,,,,,,
997,कांति,,grate,,,,,,,
998,कांटो,,fork; thorn; thron,,,,,,,
999,कांतुचे,,grate,,,,,,,
1000,काच,,underwear,,,,,,,
1001,काड्चे,,taking,,,,,,,
1002,काड्डि,,small stick,,,,,,,
1003,काडी,,"take out, remove",काडी बुट्टे्येंतुली मिर्सांग काडी,,,,,,
1004,"काडु कुम्बरंचो, कुंबरकाडू कुंभारमाशी",,potter wasp,,,,,,,
1005,पात्रं,,letter,,,,,,,
1006,कागद,kaagad,paper,,,,,,,
1007,काइलि,,frying pan,,,,,,,
1008,काइळो,,crow,,,,,,,
1009,काज्जूबी,,cashew nut; cashewnuts,,,,,,,
1010,खाज्जूरू,,dates,,,,,,,
1011,काजु,,cashew; cashew fruit,,,,,,,
1012,काल,,time,,,,,,,
1013,काळे,,black,,,,,,,
1014,"कालें, खतं",,stain,,,,,,,
1015,कालि,,yesterday,,,,,,,
1016,काल्लोचे,,to mix,,,,,,,
1017,काळोकु,,darkness,,,,,,,
1018,कालु,,one fourth,,,,,,,
1019,काल्वासू,,one fourth,,,,,,,
1020,काम,,work,,,,,,,
1021,कामा चल्लो/चॅल्लो,,working boy,,,,,,,
1022,कमान,,arch,,,,,,,
1023,कामना,,wish,,,,,,,
1024,काम्बि,,"border of the saree, thick iron rod",,,,,,,
1025,खांप्पो,,thief,,,,,,,
1026,कणं,,pieces of rice grains and wheat,,,,,,,
1027,काणे,,lady fish,,,,,,,
1028,काणि,,story,,,,,,,
1029,काणिक,,offerings; donation; contribution,,,,,,,
